period,dimension,target,method,rows,races,log_loss,brier,ece_10,roc_auc,winner_top1,winner_top2,winner_top3,winner_top5,winner_rr,winner_average_rank,placegetter_average_rank,ranking_correlation,top3_capture_at3,top3_capture_at5,top2_zero_hit,top2_one_hit,top2_two_hit,place_capture_at_cutoff,ndcg_at5,delta_top2_zero_hit,delta_top2_one_hit,delta_top2_two_hit,delta_winner_top3,delta_top3_capture_at5,delta_ndcg_at5,delta_log_loss,delta_brier,top2_miss_severity,delta_top2_miss_severity,selection_score,development_gate
walk_forward,trainer_signal,Win,Matrix Champion,2019.0,161.0,0.2553743969421597,0.06953260898871376,0.009045823661774765,0.7240838676463706,0.2484472049689441,0.4161490683229814,0.5341614906832298,0.7018633540372671,0.4472373037590429,4.204968944099379,4.894409937888199,0.3494336926013945,0.4451345755693581,0.629399585921325,0.2546583850931677,0.5217391304347826,0.2236024844720497,0.4451345755693581,0.5312117248710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031055900621118,0.0,0.0,False
walk_forward,trainer_signal,Win,Ablated,2019.0,161.0,0.2610092251004999,0.07060619258076692,0.018894363435794342,0.7066805287191864,0.18012422360248448,0.40372670807453415,0.5279503105590062,0.6894409937888198,0.40716862502576795,4.459627329192546,5.15320910973085,0.31405550970768364,0.4140786749482402,0.5879917184265011,0.30434782608695654,0.4782608695652174,0.21739130434782608,0.4140786749482402,0.4977181910717122,0.04968944099378886,-0.04347826086956519,-0.006211180124223614,-0.006211180124223614,-0.04140786749482395,-0.03349353379938158,0.0056348281583402104,0.0010735835920531595,1.0869565217391304,0.05590062111801242,-0.1409703283775796,False
walk_forward,trainer_signal,Win,Standalone,2019.0,161.0,0.26611557462736946,0.07154467591104789,0.0035417109749470857,0.6627727002253141,0.15527950310559005,0.2857142857142857,0.4720496894409938,0.6335403726708074,0.3638869412161338,4.813664596273292,5.527950310559007,0.22117812396665798,0.3623188405797101,0.5527950310559007,0.38509316770186336,0.546583850931677,0.06832298136645963,0.3623188405797101,0.43948677707777295,0.13043478260869568,0.024844720496894457,-0.15527950310559008,-0.06211180124223603,-0.07660455486542439,-0.09172494779332085,0.010741177685209768,0.0020120669223341325,1.3167701863354038,0.2857142857142858,-0.5923672571644613,False
walk_forward,trainer_signal,Win,Residual cap=0.05,2019.0,161.0,0.25496821636877004,0.06945296244488461,0.008311127281256046,0.7246488242884555,0.2670807453416149,0.4161490683229814,0.5279503105590062,0.7018633540372671,0.455800238408934,4.180124223602484,4.898550724637682,0.3513481342673889,0.4409937888198758,0.6273291925465838,0.2608695652173913,0.515527950310559,0.2236024844720497,0.4409937888198758,0.5321351382460742,0.006211180124223614,-0.006211180124223614,0.0,-0.006211180124223614,-0.0020703933747412417,0.0009234133749803641,-0.0004061805733896473,-7.964654382915104e-05,1.0372670807453415,0.006211180124223503,-0.01728625422687709,False
walk_forward,trainer_signal,Win,Residual cap=0.10,2019.0,161.0,0.2550126406500304,0.06945378251627023,0.007679178350450068,0.7236827150011031,0.2670807453416149,0.422360248447205,0.5279503105590062,0.7018633540372671,0.45598016545221515,4.198757763975156,4.910973084886129,0.3486989201274916,0.4409937888198758,0.6273291925465838,0.2608695652173913,0.515527950310559,0.2236024844720497,0.4409937888198758,0.5328346181116554,0.006211180124223614,-0.006211180124223614,0.0,-0.006211180124223614,-0.0020703933747412417,0.0016228932405616403,-0.0003617562921293116,-7.88264724435328e-05,1.0372670807453415,0.006211180124223503,-0.01712026911673384,False
walk_forward,trainer_signal,Win,Residual cap=0.20,2019.0,161.0,0.2550152153365776,0.06945409685881833,0.007567074043028738,0.7237027726333666,0.2732919254658385,0.422360248447205,0.5279503105590062,0.7018633540372671,0.45908575551432695,4.192546583850931,4.910973084886129,0.3487262220181475,0.4409937888198758,0.6273291925465838,0.2608695652173913,0.515527950310559,0.2236024844720497,0.4409937888198758,0.533316018660248,0.006211180124223614,-0.006211180124223614,0.0,-0.006211180124223614,-0.0020703933747412417,0.0021042937891542213,-0.0003591816055820707,-7.851212989543055e-05,1.0372670807453415,0.006211180124223503,-0.017000433916895142,False
walk_forward,trainer_signal,Place,Matrix Champion,2019.0,161.0,0.5118106292796686,0.16820144618352112,0.02492924012100408,0.6911151009316772,0.2484472049689441,0.4161490683229814,0.5341614906832298,0.7018633540372671,0.4472373037590429,4.204968944099379,4.894409937888199,0.3494336926013945,0.4451345755693581,0.629399585921325,0.2546583850931677,0.5217391304347826,0.2236024844720497,0.4451345755693581,0.5312117248710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031055900621118,0.0,0.0,False
walk_forward,trainer_signal,Place,Ablated,2019.0,161.0,0.5190536109408982,0.17055605513211303,0.026137109858544314,0.6719733976017943,0.18012422360248448,0.40372670807453415,0.5279503105590062,0.6894409937888198,0.40716862502576795,4.459627329192546,5.15320910973085,0.31405550970768364,0.4140786749482402,0.5879917184265011,0.30434782608695654,0.4782608695652174,0.21739130434782608,0.4140786749482402,0.4977181910717122,0.04968944099378886,-0.04347826086956519,-0.006211180124223614,-0.006211180124223614,-0.04140786749482395,-0.03349353379938158,0.007242981661229608,0.0023546089485919075,1.0869565217391304,0.05590062111801242,-0.1412919590781575,False
walk_forward,trainer_signal,Place,Standalone,2019.0,161.0,0.5347831241526795,0.17662890181250465,0.014901115270677244,0.6228103163819876,0.15527950310559005,0.2732919254658385,0.4472049689440994,0.6149068322981367,0.35789288351400156,4.900621118012422,5.55072463768116,0.21409929660062463,0.34782608695652173,0.546583850931677,0.40993788819875776,0.515527950310559,0.07453416149068323,0.34782608695652173,0.43170979575761226,0.15527950310559008,-0.006211180124223614,-0.14906832298136646,-0.08695652173913043,-0.082815734989648,-0.09950192911348155,0.022972494873010896,0.008427455628983532,1.3354037267080745,0.30434782608695654,-0.6557639771121858,False
walk_forward,trainer_signal,Place,Residual cap=0.05,2019.0,161.0,0.5120974176650052,0.1683646182259286,0.0254842251889354,0.691018051242236,0.2670807453416149,0.4161490683229814,0.5279503105590062,0.6956521739130435,0.45507560072777464,4.211180124223603,4.902691511387164,0.3486148427142216,0.43892339544513453,0.6231884057971016,0.2546583850931677,0.515527950310559,0.22981366459627328,0.43892339544513453,0.530748804867357,0.0,-0.006211180124223614,0.0062111801242235865,-0.006211180124223614,-0.006211180124223503,-0.00046292000373682196,0.00028678838533657824,0.0001631720424074834,1.0248447204968945,-0.006211180124223503,-0.0032786777401133836,False
walk_forward,trainer_signal,Place,Residual cap=0.10,2019.0,161.0,0.5121285673625501,0.16838757376228333,0.025467324597359144,0.690987049258109,0.2670807453416149,0.422360248447205,0.5279503105590062,0.6956521739130435,0.4562833301963737,4.198757763975156,4.902691511387164,0.3483548542554754,0.43892339544513453,0.6231884057971016,0.2546583850931677,0.5093167701863354,0.2360248447204969,0.43892339544513453,0.5312611435546908,0.0,-0.012422360248447228,0.0124223602484472,-0.006211180124223614,-0.006211180124223503,4.9418683596980095e-05,0.00031793808288149705,0.00018612757876221298,1.0186335403726707,-0.012422360248447228,0.006159947178546671,False
walk_forward,trainer_signal,Place,Residual cap=0.20,2019.0,161.0,0.5121266258936429,0.1683868803314996,0.02546672720989025,0.6909897450828157,0.2670807453416149,0.422360248447205,0.5279503105590062,0.6956521739130435,0.4562833301963737,4.198757763975156,4.902691511387164,0.3483548542554754,0.43892339544513453,0.6231884057971016,0.2546583850931677,0.5093167701863354,0.2360248447204969,0.43892339544513453,0.5312611435546908,0.0,-0.012422360248447228,0.0124223602484472,-0.006211180124223614,-0.006211180124223503,4.9418683596980095e-05,0.0003159966139743009,0.0001854341479784749,1.0186335403726707,-0.012422360248447228,0.00616033547232811,False
walk_forward,race_shape,Win,Matrix Champion,2019.0,161.0,0.2553743969421597,0.06953260898871376,0.009045823661774765,0.7240838676463706,0.2484472049689441,0.4161490683229814,0.5341614906832298,0.7018633540372671,0.4472373037590429,4.204968944099379,4.894409937888199,0.3494336926013945,0.4451345755693581,0.629399585921325,0.2546583850931677,0.5217391304347826,0.2236024844720497,0.4451345755693581,0.5312117248710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031055900621118,0.0,0.0,False
walk_forward,race_shape,Win,Ablated,2019.0,161.0,0.25921272990924904,0.07055534516183995,0.00822176647541011,0.7102039861201185,0.21739130434782608,0.32298136645962733,0.4782608695652174,0.7142857142857143,0.4105407015344904,4.372670807453416,4.8944099378882,0.35584974032179006,0.4016563146997929,0.6252587991718426,0.33540372670807456,0.4968944099378882,0.16770186335403728,0.4016563146997929,0.5065953409777714,0.08074534161490687,-0.0248447204968944,-0.05590062111801242,-0.05590062111801242,-0.0041407867494824835,-0.024616383893322435,0.003838332967089353,0.0010227361731261903,1.1677018633540373,0.1366459627329193,-0.2719321145336223,False
walk_forward,race_shape,Win,Standalone,2019.0,161.0,0.272683691474986,0.07246193585211656,0.00156069709756156,0.610617841932486,0.14906832298136646,0.2857142857142857,0.34782608695652173,0.546583850931677,0.3378237876685082,5.565217391304348,6.159420289855072,0.09969440497390808,0.2981366459627329,0.48654244306418226,0.4720496894409938,0.45962732919254656,0.06832298136645963,0.2981366459627329,0.3796344620325225,0.2173913043478261,-0.06211180124223603,-0.15527950310559008,-0.1863354037267081,-0.1428571428571428,-0.15157726283857131,0.017309294532826314,0.0029293268634028036,1.4037267080745341,0.3726708074534162,-0.9295549323801833,False
walk_forward,race_shape,Win,Residual cap=0.05,2019.0,161.0,0.2553861651237182,0.06952469341155167,0.008384722458826857,0.7237228302656299,0.2608695652173913,0.4161490683229814,0.546583850931677,0.7018633540372671,0.45428710351070595,4.192546583850931,4.902691511387164,0.3473084886128365,0.4513457556935817,0.6273291925465838,0.2546583850931677,0.5217391304347826,0.2236024844720497,0.4513457556935817,0.5343189146699454,0.0,0.0,0.0,0.012422360248447228,-0.0020703933747412417,0.003107189798851606,1.1768181558513557e-05,-7.915577162093124e-06,1.031055900621118,0.0,0.011126410687107185,False
walk_forward,race_shape,Win,Residual cap=0.10,2019.0,161.0,0.2553861651237182,0.06952469341155167,0.008384722458826857,0.7237228302656299,0.2608695652173913,0.4161490683229814,0.546583850931677,0.7018633540372671,0.45428710351070595,4.192546583850931,4.902691511387164,0.3473084886128365,0.4513457556935817,0.6273291925465838,0.2546583850931677,0.5217391304347826,0.2236024844720497,0.4513457556935817,0.5343189146699454,0.0,0.0,0.0,0.012422360248447228,-0.0020703933747412417,0.003107189798851606,1.1768181558513557e-05,-7.915577162093124e-06,1.031055900621118,0.0,0.011126410687107185,False
walk_forward,race_shape,Win,Residual cap=0.20,2019.0,161.0,0.2553861651237182,0.06952469341155167,0.008384722458826857,0.7237228302656299,0.2608695652173913,0.4161490683229814,0.546583850931677,0.7018633540372671,0.45428710351070595,4.192546583850931,4.902691511387164,0.3473084886128365,0.4513457556935817,0.6273291925465838,0.2546583850931677,0.5217391304347826,0.2236024844720497,0.4513457556935817,0.5343189146699454,0.0,0.0,0.0,0.012422360248447228,-0.0020703933747412417,0.003107189798851606,1.1768181558513557e-05,-7.915577162093124e-06,1.031055900621118,0.0,0.011126410687107185,False
walk_forward,race_shape,Place,Matrix Champion,2019.0,161.0,0.5118106292796686,0.16820144618352112,0.02492924012100408,0.6911151009316772,0.2484472049689441,0.4161490683229814,0.5341614906832298,0.7018633540372671,0.4472373037590429,4.204968944099379,4.894409937888199,0.3494336926013945,0.4451345755693581,0.629399585921325,0.2546583850931677,0.5217391304347826,0.2236024844720497,0.4451345755693581,0.5312117248710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031055900621118,0.0,0.0,False
walk_forward,race_shape,Place,Ablated,2019.0,161.0,0.5144447870941079,0.1699037323111425,0.03729857108619262,0.6900852958937198,0.21739130434782608,0.32298136645962733,0.4782608695652174,0.7142857142857143,0.4105407015344904,4.372670807453416,4.8944099378882,0.35584974032179006,0.4016563146997929,0.6252587991718426,0.33540372670807456,0.4968944099378882,0.16770186335403728,0.4016563146997929,0.5065953409777714,0.08074534161490687,-0.0248447204968944,-0.05590062111801242,-0.05590062111801242,-0.0041407867494824835,-0.024616383893322435,0.0026341578144393196,0.001702286127621383,1.1677018633540373,0.1366459627329193,-0.2716912795030923,False
